location,duration
"Albany, Gentry County, MO",116
"Auxvasse, Audrain County, MO",105
"Brunswick, Carroll County, MO",101
"Cardwell, Dunklin County, MO",98
"Charleston, Mississippi County, MO",110
"Clarkton, Dunklin County, MO",114
"Columbia-Sanborn Field, Boone County, MO",107
"Columbia-South Farms, Boone County, MO",104
"Cook Station, Crawford County, MO",106
"Corning, Atchison County, MO",107
"Delta, Cape Girardeau County, MO",113
"Glennonville, Dunklin County, MO",113
"Hayward, Pemiscot County, MO",113
"Lamar, Barton County, MO",111
"Linneus, Linn County, MO",108
"Monroe City, Monroe County, MO",105
"Novelty, Knox County, MO",116
"Portageville, Pemiscot County, MO",110
"St. Joseph, Buchanan County, MO",114
