location,duration
"Albany, Gentry County, MO",128
"Auxvasse, Audrain County, MO",133
"Brunswick, Carroll County, MO",129
"Cardwell, Dunklin County, MO",125
"Charleston, Mississippi County, MO",129
"Clarkton, Dunklin County, MO",136
"Columbia-Sanborn Field, Boone County, MO",128
"Columbia-South Farms, Boone County, MO",132
"Cook Station, Crawford County, MO",131
"Corning, Atchison County, MO",130
"Delta, Cape Girardeau County, MO",132
"Glennonville, Dunklin County, MO",136
"Hayward, Pemiscot County, MO",133
"Lamar, Barton County, MO",140
"Linneus, Linn County, MO",132
"Monroe City, Monroe County, MO",130
"Novelty, Knox County, MO",138
"Portageville, Pemiscot County, MO",130
"St. Joseph, Buchanan County, MO",137
