location,duration
"Albany, Gentry County, MO",57
"Auxvasse, Audrain County, MO",55
"Brunswick, Carroll County, MO",58
"Cardwell, Dunklin County, MO",45
"Charleston, Mississippi County, MO",54
"Clarkton, Dunklin County, MO",53
"Columbia-Sanborn Field, Boone County, MO",52
"Columbia-South Farms, Boone County, MO",53
"Cook Station, Crawford County, MO",57
"Corning, Atchison County, MO",54
"Delta, Cape Girardeau County, MO",54
"Glennonville, Dunklin County, MO",49
"Hayward, Pemiscot County, MO",52
"Lamar, Barton County, MO",48
"Linneus, Linn County, MO",49
"Monroe City, Monroe County, MO",53
"Novelty, Knox County, MO",51
"Portageville, Pemiscot County, MO",51
"St. Joseph, Buchanan County, MO",62
