location,duration
"Albany, Gentry County, MO",81
"Auxvasse, Audrain County, MO",76
"Brunswick, Carroll County, MO",77
"Cardwell, Dunklin County, MO",71
"Charleston, Mississippi County, MO",84
"Clarkton, Dunklin County, MO",80
"Columbia-Sanborn Field, Boone County, MO",75
"Columbia-South Farms, Boone County, MO",80
"Cook Station, Crawford County, MO",77
"Corning, Atchison County, MO",84
"Delta, Cape Girardeau County, MO",79
"Glennonville, Dunklin County, MO",83
"Hayward, Pemiscot County, MO",83
"Lamar, Barton County, MO",81
"Linneus, Linn County, MO",76
"Monroe City, Monroe County, MO",73
"Novelty, Knox County, MO",78
"Portageville, Pemiscot County, MO",77
"St. Joseph, Buchanan County, MO",79
