location,duration
"Albany, Gentry County, MO",8
"Auxvasse, Audrain County, MO",12
"Brunswick, Carroll County, MO",8
"Cardwell, Dunklin County, MO",11
"Charleston, Mississippi County, MO",10
"Clarkton, Dunklin County, MO",6
"Columbia-Sanborn Field, Boone County, MO",9
"Columbia-South Farms, Boone County, MO",10
"Cook Station, Crawford County, MO",9
"Corning, Atchison County, MO",5
"Delta, Cape Girardeau County, MO",9
"Glennonville, Dunklin County, MO",8
"Hayward, Pemiscot County, MO",9
"Lamar, Barton County, MO",6
"Linneus, Linn County, MO",8
"Monroe City, Monroe County, MO",7
"Novelty, Knox County, MO",9
"Portageville, Pemiscot County, MO",11
"St. Joseph, Buchanan County, MO",8
