location,duration
"Albany, Gentry County, MO",71
"Auxvasse, Audrain County, MO",68
"Brunswick, Carroll County, MO",67
"Cardwell, Dunklin County, MO",62
"Charleston, Mississippi County, MO",72
"Clarkton, Dunklin County, MO",65
"Columbia-Sanborn Field, Boone County, MO",69
"Columbia-South Farms, Boone County, MO",66
"Cook Station, Crawford County, MO",74
"Corning, Atchison County, MO",76
"Delta, Cape Girardeau County, MO",71
"Glennonville, Dunklin County, MO",69
"Hayward, Pemiscot County, MO",69
"Lamar, Barton County, MO",67
"Linneus, Linn County, MO",70
"Monroe City, Monroe County, MO",63
"Novelty, Knox County, MO",69
"Portageville, Pemiscot County, MO",70
"St. Joseph, Buchanan County, MO",72
