location,duration
"Albany, Gentry County, MO",9
"Auxvasse, Audrain County, MO",15
"Brunswick, Carroll County, MO",12
"Cardwell, Dunklin County, MO",17
"Charleston, Mississippi County, MO",13
"Clarkton, Dunklin County, MO",11
"Columbia-Sanborn Field, Boone County, MO",11
"Columbia-South Farms, Boone County, MO",16
"Cook Station, Crawford County, MO",14
"Corning, Atchison County, MO",9
"Delta, Cape Girardeau County, MO",12
"Glennonville, Dunklin County, MO",10
"Hayward, Pemiscot County, MO",12
"Lamar, Barton County, MO",12
"Linneus, Linn County, MO",12
"Monroe City, Monroe County, MO",15
"Novelty, Knox County, MO",11
"Portageville, Pemiscot County, MO",11
"St. Joseph, Buchanan County, MO",13
