location,duration
"Albany, Gentry County, MO",28
"Auxvasse, Audrain County, MO",31
"Brunswick, Carroll County, MO",14
"Cardwell, Dunklin County, MO",14
"Charleston, Mississippi County, MO",17
"Clarkton, Dunklin County, MO",13
"Columbia-Sanborn Field, Boone County, MO",27
"Columbia-South Farms, Boone County, MO",28
"Cook Station, Crawford County, MO",16
"Corning, Atchison County, MO",14
"Delta, Cape Girardeau County, MO",16
"Glennonville, Dunklin County, MO",22
"Hayward, Pemiscot County, MO",17
"Lamar, Barton County, MO",22
"Linneus, Linn County, MO",22
"Monroe City, Monroe County, MO",30
"Novelty, Knox County, MO",20
"Portageville, Pemiscot County, MO",14
"St. Joseph, Buchanan County, MO",23
