location,duration
"Albany, Gentry County, MO",3.3684210526315788
"Auxvasse, Audrain County, MO",3.526315789473684
"Brunswick, Carroll County, MO",3.4444444444444446
"Cardwell, Dunklin County, MO",4.0
"Charleston, Mississippi County, MO",4.4
"Clarkton, Dunklin County, MO",3.9444444444444446
"Columbia-Sanborn Field, Boone County, MO",3.7222222222222223
"Columbia-South Farms, Boone County, MO",3.5
"Cook Station, Crawford County, MO",2.739130434782609
"Corning, Atchison County, MO",3.05
"Delta, Cape Girardeau County, MO",3.6470588235294117
"Glennonville, Dunklin County, MO",3.1904761904761907
"Hayward, Pemiscot County, MO",3.8666666666666667
"Lamar, Barton County, MO",4.538461538461538
"Linneus, Linn County, MO",3.0
"Monroe City, Monroe County, MO",3.55
"Novelty, Knox County, MO",2.9047619047619047
"Portageville, Pemiscot County, MO",4.538461538461538
"St. Joseph, Buchanan County, MO",3.263157894736842
