location,duration
"Albany, Gentry County, MO",2.5
"Auxvasse, Audrain County, MO",1.5
"Brunswick, Carroll County, MO",1.4
"Cardwell, Dunklin County, MO",1.2
"Charleston, Mississippi County, MO",1.6666666666666667
"Clarkton, Dunklin County, MO",1.3333333333333333
"Columbia-Sanborn Field, Boone County, MO",1.0
"Columbia-South Farms, Boone County, MO",1.3333333333333333
"Cook Station, Crawford County, MO",2.25
"Corning, Atchison County, MO",2.6666666666666665
"Delta, Cape Girardeau County, MO",2.0
"Glennonville, Dunklin County, MO",1.0
"Hayward, Pemiscot County, MO",1.75
"Lamar, Barton County, MO",1.6666666666666667
"Linneus, Linn County, MO",1.75
"Monroe City, Monroe County, MO",1.0
"Novelty, Knox County, MO",1.5
"Portageville, Pemiscot County, MO",2.3333333333333335
"St. Joseph, Buchanan County, MO",2.4
