location,duration
"Albany, Gentry County, MO",2.2941176470588234
"Auxvasse, Audrain County, MO",2.064516129032258
"Brunswick, Carroll County, MO",2.0625
"Cardwell, Dunklin County, MO",2.3870967741935485
"Charleston, Mississippi County, MO",2.466666666666667
"Clarkton, Dunklin County, MO",2.3
"Columbia-Sanborn Field, Boone County, MO",2.40625
"Columbia-South Farms, Boone County, MO",2.4838709677419355
"Cook Station, Crawford County, MO",2.5416666666666665
"Corning, Atchison County, MO",2.090909090909091
"Delta, Cape Girardeau County, MO",2.125
"Glennonville, Dunklin County, MO",2.433333333333333
"Hayward, Pemiscot County, MO",2.5925925925925926
"Lamar, Barton County, MO",2.76
"Linneus, Linn County, MO",1.7894736842105263
"Monroe City, Monroe County, MO",2.3666666666666667
"Novelty, Knox County, MO",2.1818181818181817
"Portageville, Pemiscot County, MO",2.4814814814814814
"St. Joseph, Buchanan County, MO",2.5
