location,duration
"Albany, Gentry County, MO",2
"Auxvasse, Audrain County, MO",3
"Brunswick, Carroll County, MO",4
"Cardwell, Dunklin County, MO",2
"Charleston, Mississippi County, MO",1
"Clarkton, Dunklin County, MO",2
"Columbia-Sanborn Field, Boone County, MO",2
"Columbia-South Farms, Boone County, MO",2
"Cook Station, Crawford County, MO",2
"Corning, Atchison County, MO",2
"Delta, Cape Girardeau County, MO",2
"Glennonville, Dunklin County, MO",2
"Hayward, Pemiscot County, MO",3
"Lamar, Barton County, MO",2
"Linneus, Linn County, MO",2
"Monroe City, Monroe County, MO",1
"Novelty, Knox County, MO",1
"Portageville, Pemiscot County, MO",3
"St. Joseph, Buchanan County, MO",2
