location,duration
"Albany, Gentry County, MO",3
"Auxvasse, Audrain County, MO",1
"Brunswick, Carroll County, MO",2
"Cardwell, Dunklin County, MO",1
"Clarkton, Dunklin County, MO",1
"Columbia-Sanborn Field, Boone County, MO",1
"Columbia-South Farms, Boone County, MO",1
"Cook Station, Crawford County, MO",1
"Corning, Atchison County, MO",1
"Delta, Cape Girardeau County, MO",1
"Hayward, Pemiscot County, MO",2
"Lamar, Barton County, MO",2
"Linneus, Linn County, MO",2
"Novelty, Knox County, MO",1
"Portageville, Pemiscot County, MO",2
"St. Joseph, Buchanan County, MO",2
