location,SPI,frequency
"Albany, Gentry County, MO",-0.5,5.166666666666667
"Auxvasse, Audrain County, MO",-0.5,6.0
"Brunswick, Carroll County, MO",-0.5,4.684210526315789
"Cardwell, Dunklin County, MO",-0.5,3.857142857142857
"Charleston, Mississippi County, MO",-0.5,4.238095238095238
"Clarkton, Dunklin County, MO",-0.5,5.166666666666667
"Columbia-Sanborn Field, Boone County, MO",-0.5,5.555555555555555
"Columbia-South Farms, Boone County, MO",-0.5,5.529411764705882
"Cook Station, Crawford County, MO",-0.5,5.222222222222222
"Corning, Atchison County, MO",-0.5,4.7
"Delta, Cape Girardeau County, MO",-0.5,6.0625
"Glennonville, Dunklin County, MO",-0.5,5.166666666666667
"Hayward, Pemiscot County, MO",-0.5,4.142857142857143
"Lamar, Barton County, MO",-0.5,4.777777777777778
"Linneus, Linn County, MO",-0.5,5.555555555555555
"Monroe City, Monroe County, MO",-0.5,5.555555555555555
"Novelty, Knox County, MO",-0.5,5.2631578947368425
"Portageville, Pemiscot County, MO",-0.5,3.55
"St. Joseph, Buchanan County, MO",-0.5,4.526315789473684
