location,SPI,frequency
"Albany, Gentry County, MO",-2.0,3.3333333333333335
"Auxvasse, Audrain County, MO",-2.0,1.0
"Brunswick, Carroll County, MO",-2.0,1.75
"Cardwell, Dunklin County, MO",-2.0,2.0
"Charleston, Mississippi County, MO",-2.0,1.3333333333333333
"Clarkton, Dunklin County, MO",-2.0,2.0
"Columbia-Sanborn Field, Boone County, MO",-2.0,2.3333333333333335
"Columbia-South Farms, Boone County, MO",-2.0,1.5
"Cook Station, Crawford County, MO",-2.0,3.0
"Corning, Atchison County, MO",-2.0,1.1666666666666667
"Delta, Cape Girardeau County, MO",-2.0,1.0
"Glennonville, Dunklin County, MO",-2.0,1.3333333333333333
"Hayward, Pemiscot County, MO",-2.0,1.5
"Lamar, Barton County, MO",-2.0,2.3333333333333335
"Linneus, Linn County, MO",-2.0,1.0
"Monroe City, Monroe County, MO",-2.0,1.0
"Novelty, Knox County, MO",-2.0,1.0
"Portageville, Pemiscot County, MO",-2.0,2.0
"St. Joseph, Buchanan County, MO",-2.0,2.8333333333333335
