location,SPI,frequency
"Albany, Gentry County, MO",-0.1,6.181818181818182
"Auxvasse, Audrain County, MO",-0.1,7.3
"Brunswick, Carroll County, MO",-0.1,5.913043478260869
"Cardwell, Dunklin County, MO",-0.1,5.36
"Charleston, Mississippi County, MO",-0.1,5.4
"Clarkton, Dunklin County, MO",-0.1,5.863636363636363
"Columbia-Sanborn Field, Boone County, MO",-0.1,5.590909090909091
"Columbia-South Farms, Boone County, MO",-0.1,6.0476190476190474
"Cook Station, Crawford County, MO",-0.1,6.0
"Corning, Atchison County, MO",-0.1,5.791666666666667
"Delta, Cape Girardeau County, MO",-0.1,6.9
"Glennonville, Dunklin County, MO",-0.1,6.363636363636363
"Hayward, Pemiscot County, MO",-0.1,5.12
"Lamar, Barton County, MO",-0.1,5.590909090909091
"Linneus, Linn County, MO",-0.1,6.545454545454546
"Monroe City, Monroe County, MO",-0.1,6.181818181818182
"Novelty, Knox County, MO",-0.1,6.391304347826087
"Portageville, Pemiscot County, MO",-0.1,5.875
"St. Joseph, Buchanan County, MO",-0.1,5.391304347826087
