location,SPI,frequency
"Albany, Gentry County, MO",-0.2,5.761904761904762
"Auxvasse, Audrain County, MO",-0.2,7.157894736842105
"Brunswick, Carroll County, MO",-0.2,5.5
"Cardwell, Dunklin County, MO",-0.2,4.833333333333333
"Charleston, Mississippi County, MO",-0.2,5.041666666666667
"Clarkton, Dunklin County, MO",-0.2,5.666666666666667
"Columbia-Sanborn Field, Boone County, MO",-0.2,5.619047619047619
"Columbia-South Farms, Boone County, MO",-0.2,6.05
"Cook Station, Crawford County, MO",-0.2,5.809523809523809
"Corning, Atchison County, MO",-0.2,5.521739130434782
"Delta, Cape Girardeau County, MO",-0.2,6.842105263157895
"Glennonville, Dunklin County, MO",-0.2,5.904761904761905
"Hayward, Pemiscot County, MO",-0.2,4.791666666666667
"Lamar, Barton County, MO",-0.2,5.190476190476191
"Linneus, Linn County, MO",-0.2,6.380952380952381
"Monroe City, Monroe County, MO",-0.2,5.857142857142857
"Novelty, Knox County, MO",-0.2,6.2272727272727275
"Portageville, Pemiscot County, MO",-0.2,5.391304347826087
"St. Joseph, Buchanan County, MO",-0.2,5.136363636363637
