location,SPI,frequency
"Albany, Gentry County, MO",-0.8,4.266666666666667
"Auxvasse, Audrain County, MO",-0.8,5.384615384615385
"Brunswick, Carroll County, MO",-0.8,3.875
"Cardwell, Dunklin County, MO",-0.8,3.0
"Charleston, Mississippi County, MO",-0.8,3.611111111111111
"Clarkton, Dunklin County, MO",-0.8,4.2
"Columbia-Sanborn Field, Boone County, MO",-0.8,4.733333333333333
"Columbia-South Farms, Boone County, MO",-0.8,5.285714285714286
"Cook Station, Crawford County, MO",-0.8,4.466666666666667
"Corning, Atchison County, MO",-0.8,3.8823529411764706
"Delta, Cape Girardeau County, MO",-0.8,5.769230769230769
"Glennonville, Dunklin County, MO",-0.8,4.2
"Hayward, Pemiscot County, MO",-0.8,3.0555555555555554
"Lamar, Barton County, MO",-0.8,4.733333333333333
"Linneus, Linn County, MO",-0.8,4.4
"Monroe City, Monroe County, MO",-0.8,4.533333333333333
"Novelty, Knox County, MO",-0.8,4.4375
"Portageville, Pemiscot County, MO",-0.8,3.0588235294117645
"St. Joseph, Buchanan County, MO",-0.8,3.8125
