location,SPI,frequency
"Albany, Gentry County, MO",-1.5,3.5
"Auxvasse, Audrain County, MO",-1.5,3.8333333333333335
"Brunswick, Carroll County, MO",-1.5,3.0
"Cardwell, Dunklin County, MO",-1.5,2.0
"Charleston, Mississippi County, MO",-1.5,2.4545454545454546
"Clarkton, Dunklin County, MO",-1.5,3.375
"Columbia-Sanborn Field, Boone County, MO",-1.5,2.75
"Columbia-South Farms, Boone County, MO",-1.5,3.0
"Cook Station, Crawford County, MO",-1.5,3.25
"Corning, Atchison County, MO",-1.5,1.8
"Delta, Cape Girardeau County, MO",-1.5,3.8333333333333335
"Glennonville, Dunklin County, MO",-1.5,2.875
"Hayward, Pemiscot County, MO",-1.5,2.272727272727273
"Lamar, Barton County, MO",-1.5,3.625
"Linneus, Linn County, MO",-1.5,2.125
"Monroe City, Monroe County, MO",-1.5,2.25
"Novelty, Knox County, MO",-1.5,1.4444444444444444
"Portageville, Pemiscot County, MO",-1.5,2.4
"St. Joseph, Buchanan County, MO",-1.5,3.2222222222222223
