location,SPI,frequency
"Albany, Gentry County, MO",-1.1,3.8333333333333335
"Auxvasse, Audrain County, MO",-1.1,4.4
"Brunswick, Carroll County, MO",-1.1,3.4615384615384617
"Cardwell, Dunklin County, MO",-1.1,2.7333333333333334
"Charleston, Mississippi County, MO",-1.1,3.0
"Clarkton, Dunklin County, MO",-1.1,3.4166666666666665
"Columbia-Sanborn Field, Boone County, MO",-1.1,3.9166666666666665
"Columbia-South Farms, Boone County, MO",-1.1,5.0
"Cook Station, Crawford County, MO",-1.1,3.3333333333333335
"Corning, Atchison County, MO",-1.1,3.0714285714285716
"Delta, Cape Girardeau County, MO",-1.1,4.4
"Glennonville, Dunklin County, MO",-1.1,3.8333333333333335
"Hayward, Pemiscot County, MO",-1.1,2.466666666666667
"Lamar, Barton County, MO",-1.1,3.6666666666666665
"Linneus, Linn County, MO",-1.1,2.75
"Monroe City, Monroe County, MO",-1.1,3.9166666666666665
"Novelty, Knox County, MO",-1.1,2.769230769230769
"Portageville, Pemiscot County, MO",-1.1,2.7857142857142856
"St. Joseph, Buchanan County, MO",-1.1,3.3846153846153846
