location,SPI,frequency
"Albany, Gentry County, MO",-1.4,3.2222222222222223
"Auxvasse, Audrain County, MO",-1.4,4.142857142857143
"Brunswick, Carroll County, MO",-1.4,3.1
"Cardwell, Dunklin County, MO",-1.4,2.4166666666666665
"Charleston, Mississippi County, MO",-1.4,2.6666666666666665
"Clarkton, Dunklin County, MO",-1.4,3.5555555555555554
"Columbia-Sanborn Field, Boone County, MO",-1.4,3.4444444444444446
"Columbia-South Farms, Boone County, MO",-1.4,3.5
"Cook Station, Crawford County, MO",-1.4,3.111111111111111
"Corning, Atchison County, MO",-1.4,2.1818181818181817
"Delta, Cape Girardeau County, MO",-1.4,4.0
"Glennonville, Dunklin County, MO",-1.4,3.0
"Hayward, Pemiscot County, MO",-1.4,2.3333333333333335
"Lamar, Barton County, MO",-1.4,3.3333333333333335
"Linneus, Linn County, MO",-1.4,2.2222222222222223
"Monroe City, Monroe County, MO",-1.4,2.888888888888889
"Novelty, Knox County, MO",-1.4,1.5
"Portageville, Pemiscot County, MO",-1.4,2.3636363636363638
"St. Joseph, Buchanan County, MO",-1.4,3.1
