location,SPI,start_date,end_date,duration
"Albany, Gentry County, MO",-1.3,11,12,1
"Albany, Gentry County, MO",-1.3,30,42,12
"Albany, Gentry County, MO",-1.3,43,50,7
"Albany, Gentry County, MO",-1.3,51,52,1
"Albany, Gentry County, MO",-1.3,78,79,1
"Albany, Gentry County, MO",-1.3,141,142,1
"Albany, Gentry County, MO",-1.3,155,160,5
"Albany, Gentry County, MO",-1.3,163,164,1
"Albany, Gentry County, MO",-1.3,171,173,2
"Albany, Gentry County, MO",-1.3,221,225,4
"Auxvasse, Audrain County, MO",-1.3,72,76,4
"Auxvasse, Audrain County, MO",-1.3,140,142,2
"Auxvasse, Audrain County, MO",-1.3,149,152,3
"Auxvasse, Audrain County, MO",-1.3,154,157,3
"Auxvasse, Audrain County, MO",-1.3,158,159,1
"Auxvasse, Audrain County, MO",-1.3,172,174,2
"Auxvasse, Audrain County, MO",-1.3,220,224,4
"Auxvasse, Audrain County, MO",-1.3,280,292,12
"Brunswick, Carroll County, MO",-1.3,43,44,1
"Brunswick, Carroll County, MO",-1.3,155,159,4
"Brunswick, Carroll County, MO",-1.3,170,175,5
"Brunswick, Carroll County, MO",-1.3,221,224,3
"Brunswick, Carroll County, MO",-1.3,269,277,8
"Brunswick, Carroll County, MO",-1.3,279,284,5
"Brunswick, Carroll County, MO",-1.3,286,292,6
"Cardwell, Dunklin County, MO",-1.3,15,23,8
"Cardwell, Dunklin County, MO",-1.3,70,81,11
"Cardwell, Dunklin County, MO",-1.3,110,112,2
"Cardwell, Dunklin County, MO",-1.3,129,135,6
"Cardwell, Dunklin County, MO",-1.3,154,156,2
"Cardwell, Dunklin County, MO",-1.3,158,159,1
"Cardwell, Dunklin County, MO",-1.3,273,274,1
"Charleston, Mississippi County, MO",-1.3,14,23,9
"Charleston, Mississippi County, MO",-1.3,53,60,7
"Charleston, Mississippi County, MO",-1.3,64,65,1
"Charleston, Mississippi County, MO",-1.3,70,76,6
"Charleston, Mississippi County, MO",-1.3,111,112,1
"Charleston, Mississippi County, MO",-1.3,129,130,1
