location,SPI,start_date,end_date,duration
"Albany, Gentry County, MO",-2.1,38,39,1
"Albany, Gentry County, MO",-2.1,40,41,1
"Albany, Gentry County, MO",-2.1,222,223,1
"Brunswick, Carroll County, MO",-2.1,171,173,2
"Brunswick, Carroll County, MO",-2.1,273,274,1
"Brunswick, Carroll County, MO",-2.1,289,291,2
"Cardwell, Dunklin County, MO",-2.1,16,21,5
"Cardwell, Dunklin County, MO",-2.1,75,77,2
"Cardwell, Dunklin County, MO",-2.1,79,80,1
"Charleston, Mississippi County, MO",-2.1,16,21,5
"Charleston, Mississippi County, MO",-2.1,56,57,1
"Clarkton, Dunklin County, MO",-2.1,16,17,1
"Clarkton, Dunklin County, MO",-2.1,132,133,1
"Columbia-Sanborn Field, Boone County, MO",-2.1,280,282,2
"Columbia-Sanborn Field, Boone County, MO",-2.1,289,291,2
"Columbia-South Farms, Boone County, MO",-2.1,280,282,2
"Cook Station, Crawford County, MO",-2.1,149,151,2
"Cook Station, Crawford County, MO",-2.1,176,184,8
"Corning, Atchison County, MO",-2.1,45,46,1
"Corning, Atchison County, MO",-2.1,172,173,1
"Corning, Atchison County, MO",-2.1,219,222,3
"Delta, Cape Girardeau County, MO",-2.1,17,18,1
"Glennonville, Dunklin County, MO",-2.1,19,21,2
"Glennonville, Dunklin County, MO",-2.1,132,133,1
"Hayward, Pemiscot County, MO",-2.1,16,21,5
"Hayward, Pemiscot County, MO",-2.1,75,76,1
"Hayward, Pemiscot County, MO",-2.1,129,130,1
"Hayward, Pemiscot County, MO",-2.1,132,133,1
"Lamar, Barton County, MO",-2.1,73,76,3
"Lamar, Barton County, MO",-2.1,175,176,1
"Linneus, Linn County, MO",-2.1,172,174,2
"Monroe City, Monroe County, MO",-2.1,140,142,2
"Novelty, Knox County, MO",-2.1,289,291,2
"Portageville, Pemiscot County, MO",-2.1,16,21,5
"Portageville, Pemiscot County, MO",-2.1,71,72,1
"Portageville, Pemiscot County, MO",-2.1,73,74,1
"Portageville, Pemiscot County, MO",-2.1,75,76,1
"Portageville, Pemiscot County, MO",-2.1,155,156,1
"Portageville, Pemiscot County, MO",-2.1,158,159,1
"St. Joseph, Buchanan County, MO",-2.1,32,33,1
"St. Joseph, Buchanan County, MO",-2.1,34,39,5
"St. Joseph, Buchanan County, MO",-2.1,40,41,1
"St. Joseph, Buchanan County, MO",-2.1,157,160,3
"St. Joseph, Buchanan County, MO",-2.1,219,223,4
