location,SPI,start_date,end_date,duration
"Albany, Gentry County, MO",-0.6,11,16,5
"Albany, Gentry County, MO",-0.6,29,52,23
"Albany, Gentry County, MO",-0.6,67,71,4
"Albany, Gentry County, MO",-0.6,73,79,6
"Albany, Gentry County, MO",-0.6,137,139,2
"Albany, Gentry County, MO",-0.6,140,145,5
"Albany, Gentry County, MO",-0.6,148,174,26
"Albany, Gentry County, MO",-0.6,221,229,8
"Albany, Gentry County, MO",-0.6,260,261,1
"Albany, Gentry County, MO",-0.6,280,282,2
"Albany, Gentry County, MO",-0.6,289,291,2
"Auxvasse, Audrain County, MO",-0.6,40,41,1
"Auxvasse, Audrain County, MO",-0.6,42,44,2
"Auxvasse, Audrain County, MO",-0.6,53,54,1
"Auxvasse, Audrain County, MO",-0.6,70,78,8
"Auxvasse, Audrain County, MO",-0.6,79,85,6
"Auxvasse, Audrain County, MO",-0.6,86,88,2
"Auxvasse, Audrain County, MO",-0.6,89,98,9
"Auxvasse, Audrain County, MO",-0.6,139,160,21
"Auxvasse, Audrain County, MO",-0.6,171,177,6
"Auxvasse, Audrain County, MO",-0.6,212,213,1
"Auxvasse, Audrain County, MO",-0.6,215,217,2
"Auxvasse, Audrain County, MO",-0.6,219,227,8
"Auxvasse, Audrain County, MO",-0.6,230,231,1
"Brunswick, Carroll County, MO",-0.6,11,13,2
"Brunswick, Carroll County, MO",-0.6,40,47,7
"Brunswick, Carroll County, MO",-0.6,91,93,2
"Brunswick, Carroll County, MO",-0.6,94,97,3
"Brunswick, Carroll County, MO",-0.6,140,142,2
"Brunswick, Carroll County, MO",-0.6,150,153,3
"Brunswick, Carroll County, MO",-0.6,154,160,6
"Brunswick, Carroll County, MO",-0.6,164,165,1
"Brunswick, Carroll County, MO",-0.6,167,177,10
"Brunswick, Carroll County, MO",-0.6,220,231,11
"Cardwell, Dunklin County, MO",-0.6,11,23,12
"Cardwell, Dunklin County, MO",-0.6,38,39,1
"Cardwell, Dunklin County, MO",-0.6,70,83,13
"Cardwell, Dunklin County, MO",-0.6,90,95,5
"Cardwell, Dunklin County, MO",-0.6,96,98,2
"Cardwell, Dunklin County, MO",-0.6,110,113,3
"Cardwell, Dunklin County, MO",-0.6,127,136,9
"Cardwell, Dunklin County, MO",-0.6,148,150,2
"Cardwell, Dunklin County, MO",-0.6,151,152,1
"Cardwell, Dunklin County, MO",-0.6,154,160,6
"Cardwell, Dunklin County, MO",-0.6,185,186,1
"Cardwell, Dunklin County, MO",-0.6,222,223,1
"Cardwell, Dunklin County, MO",-0.6,269,278,9
"Cardwell, Dunklin County, MO",-0.6,280,282,2
"Cardwell, Dunklin County, MO",-0.6,291,292,1
"Charleston, Mississippi County, MO",-0.6,12,23,11
"Charleston, Mississippi County, MO",-0.6,53,68,15
"Charleston, Mississippi County, MO",-0.6,69,76,7
"Charleston, Mississippi County, MO",-0.6,78,80,2
"Charleston, Mississippi County, MO",-0.6,110,116,6
"Charleston, Mississippi County, MO",-0.6,129,135,6
"Charleston, Mississippi County, MO",-0.6,148,153,5
"Charleston, Mississippi County, MO",-0.6,154,161,7
"Charleston, Mississippi County, MO",-0.6,179,182,3
"Charleston, Mississippi County, MO",-0.6,211,213,2
"Charleston, Mississippi County, MO",-0.6,214,217,3
"Charleston, Mississippi County, MO",-0.6,280,283,3
"Clarkton, Dunklin County, MO",-0.6,14,23,9
"Clarkton, Dunklin County, MO",-0.6,52,59,7
"Clarkton, Dunklin County, MO",-0.6,64,66,2
"Clarkton, Dunklin County, MO",-0.6,69,80,11
"Clarkton, Dunklin County, MO",-0.6,92,99,7
"Clarkton, Dunklin County, MO",-0.6,102,103,1
"Clarkton, Dunklin County, MO",-0.6,105,108,3
"Clarkton, Dunklin County, MO",-0.6,109,117,8
"Clarkton, Dunklin County, MO",-0.6,129,136,7
"Clarkton, Dunklin County, MO",-0.6,148,153,5
"Clarkton, Dunklin County, MO",-0.6,154,161,7
"Clarkton, Dunklin County, MO",-0.6,183,184,1
"Clarkton, Dunklin County, MO",-0.6,185,190,5
"Clarkton, Dunklin County, MO",-0.6,214,217,3
"Clarkton, Dunklin County, MO",-0.6,222,224,2
"Clarkton, Dunklin County, MO",-0.6,290,292,2
"Columbia-Sanborn Field, Boone County, MO",-0.6,43,44,1
"Columbia-Sanborn Field, Boone County, MO",-0.6,72,74,2
"Columbia-Sanborn Field, Boone County, MO",-0.6,75,78,3
"Columbia-Sanborn Field, Boone County, MO",-0.6,79,97,18
"Columbia-Sanborn Field, Boone County, MO",-0.6,140,143,3
"Columbia-Sanborn Field, Boone County, MO",-0.6,148,160,12
"Columbia-Sanborn Field, Boone County, MO",-0.6,170,176,6
"Columbia-Sanborn Field, Boone County, MO",-0.6,203,206,3
"Columbia-Sanborn Field, Boone County, MO",-0.6,212,213,1
"Columbia-Sanborn Field, Boone County, MO",-0.6,215,217,2
"Columbia-Sanborn Field, Boone County, MO",-0.6,219,227,8
"Columbia-Sanborn Field, Boone County, MO",-0.6,228,231,3
"Columbia-South Farms, Boone County, MO",-0.6,43,44,1
"Columbia-South Farms, Boone County, MO",-0.6,73,74,1
"Columbia-South Farms, Boone County, MO",-0.6,75,78,3
"Columbia-South Farms, Boone County, MO",-0.6,79,98,19
"Columbia-South Farms, Boone County, MO",-0.6,140,147,7
"Columbia-South Farms, Boone County, MO",-0.6,148,160,12
"Columbia-South Farms, Boone County, MO",-0.6,170,176,6
"Columbia-South Farms, Boone County, MO",-0.6,219,231,12
"Cook Station, Crawford County, MO",-0.6,11,23,12
"Cook Station, Crawford County, MO",-0.6,25,26,1
"Cook Station, Crawford County, MO",-0.6,40,41,1
"Cook Station, Crawford County, MO",-0.6,42,46,4
"Cook Station, Crawford County, MO",-0.6,56,57,1
"Cook Station, Crawford County, MO",-0.6,64,68,4
"Cook Station, Crawford County, MO",-0.6,72,76,4
"Cook Station, Crawford County, MO",-0.6,78,83,5
"Cook Station, Crawford County, MO",-0.6,86,89,3
"Cook Station, Crawford County, MO",-0.6,94,97,3
"Cook Station, Crawford County, MO",-0.6,147,159,12
"Cook Station, Crawford County, MO",-0.6,172,186,14
"Cook Station, Crawford County, MO",-0.6,203,207,4
"Cook Station, Crawford County, MO",-0.6,213,215,2
"Cook Station, Crawford County, MO",-0.6,219,224,5
"Cook Station, Crawford County, MO",-0.6,281,282,1
"Cook Station, Crawford County, MO",-0.6,286,287,1
"Cook Station, Crawford County, MO",-0.6,289,292,3
"Corning, Atchison County, MO",-0.6,26,27,1
"Corning, Atchison County, MO",-0.6,29,41,12
"Corning, Atchison County, MO",-0.6,43,50,7
"Corning, Atchison County, MO",-0.6,53,54,1
"Corning, Atchison County, MO",-0.6,58,63,5
"Corning, Atchison County, MO",-0.6,64,65,1
"Corning, Atchison County, MO",-0.6,78,80,2
"Corning, Atchison County, MO",-0.6,82,83,1
"Corning, Atchison County, MO",-0.6,84,85,1
"Corning, Atchison County, MO",-0.6,150,152,2
"Corning, Atchison County, MO",-0.6,155,159,4
"Corning, Atchison County, MO",-0.6,163,175,12
"Corning, Atchison County, MO",-0.6,211,213,2
"Corning, Atchison County, MO",-0.6,214,224,10
"Corning, Atchison County, MO",-0.6,249,254,5
"Corning, Atchison County, MO",-0.6,271,277,6
"Corning, Atchison County, MO",-0.6,279,282,3
"Corning, Atchison County, MO",-0.6,289,290,1
"Delta, Cape Girardeau County, MO",-0.6,11,24,13
"Delta, Cape Girardeau County, MO",-0.6,25,26,1
"Delta, Cape Girardeau County, MO",-0.6,40,44,4
"Delta, Cape Girardeau County, MO",-0.6,52,68,16
"Delta, Cape Girardeau County, MO",-0.6,69,74,5
"Delta, Cape Girardeau County, MO",-0.6,75,76,1
"Delta, Cape Girardeau County, MO",-0.6,91,98,7
"Delta, Cape Girardeau County, MO",-0.6,110,117,7
"Delta, Cape Girardeau County, MO",-0.6,129,135,6
"Delta, Cape Girardeau County, MO",-0.6,148,153,5
"Delta, Cape Girardeau County, MO",-0.6,154,161,7
"Delta, Cape Girardeau County, MO",-0.6,189,190,1
"Delta, Cape Girardeau County, MO",-0.6,212,213,1
"Delta, Cape Girardeau County, MO",-0.6,214,217,3
"Delta, Cape Girardeau County, MO",-0.6,219,221,2
"Delta, Cape Girardeau County, MO",-0.6,270,271,1
"Delta, Cape Girardeau County, MO",-0.6,273,274,1
"Delta, Cape Girardeau County, MO",-0.6,275,276,1
"Delta, Cape Girardeau County, MO",-0.6,277,278,1
"Delta, Cape Girardeau County, MO",-0.6,279,282,3
"Delta, Cape Girardeau County, MO",-0.6,290,292,2
"Glennonville, Dunklin County, MO",-0.6,12,23,11
"Glennonville, Dunklin County, MO",-0.6,38,46,8
"Glennonville, Dunklin County, MO",-0.6,47,59,12
"Glennonville, Dunklin County, MO",-0.6,70,80,10
"Glennonville, Dunklin County, MO",-0.6,92,95,3
"Glennonville, Dunklin County, MO",-0.6,96,98,2
"Glennonville, Dunklin County, MO",-0.6,110,114,4
"Glennonville, Dunklin County, MO",-0.6,116,117,1
"Glennonville, Dunklin County, MO",-0.6,129,136,7
"Glennonville, Dunklin County, MO",-0.6,151,152,1
"Glennonville, Dunklin County, MO",-0.6,154,161,7
"Glennonville, Dunklin County, MO",-0.6,221,224,3
"Hayward, Pemiscot County, MO",-0.6,14,23,9
"Hayward, Pemiscot County, MO",-0.6,25,26,1
"Hayward, Pemiscot County, MO",-0.6,36,37,1
"Hayward, Pemiscot County, MO",-0.6,38,41,3
"Hayward, Pemiscot County, MO",-0.6,65,68,3
"Hayward, Pemiscot County, MO",-0.6,69,81,12
"Hayward, Pemiscot County, MO",-0.6,92,93,1
"Hayward, Pemiscot County, MO",-0.6,96,98,2
"Hayward, Pemiscot County, MO",-0.6,110,113,3
"Hayward, Pemiscot County, MO",-0.6,128,137,9
"Hayward, Pemiscot County, MO",-0.6,148,150,2
"Hayward, Pemiscot County, MO",-0.6,154,160,6
"Hayward, Pemiscot County, MO",-0.6,179,182,3
"Hayward, Pemiscot County, MO",-0.6,183,184,1
"Hayward, Pemiscot County, MO",-0.6,185,190,5
"Hayward, Pemiscot County, MO",-0.6,203,208,5
"Lamar, Barton County, MO",-0.6,33,46,13
"Lamar, Barton County, MO",-0.6,70,89,19
"Lamar, Barton County, MO",-0.6,140,142,2
"Lamar, Barton County, MO",-0.6,171,184,13
"Lamar, Barton County, MO",-0.6,185,186,1
"Lamar, Barton County, MO",-0.6,189,190,1
"Lamar, Barton County, MO",-0.6,220,231,11
"Lamar, Barton County, MO",-0.6,256,257,1
"Lamar, Barton County, MO",-0.6,272,277,5
"Lamar, Barton County, MO",-0.6,278,291,13
"Linneus, Linn County, MO",-0.6,11,12,1
"Linneus, Linn County, MO",-0.6,40,50,10
"Linneus, Linn County, MO",-0.6,51,52,1
"Linneus, Linn County, MO",-0.6,67,88,21
"Linneus, Linn County, MO",-0.6,140,145,5
"Linneus, Linn County, MO",-0.6,149,152,3
"Linneus, Linn County, MO",-0.6,154,160,6
"Linneus, Linn County, MO",-0.6,164,176,12
"Linneus, Linn County, MO",-0.6,203,206,3
"Linneus, Linn County, MO",-0.6,212,213,1
"Linneus, Linn County, MO",-0.6,216,217,1
"Linneus, Linn County, MO",-0.6,219,231,12
"Linneus, Linn County, MO",-0.6,281,291,10
"Monroe City, Monroe County, MO",-0.6,36,38,2
"Monroe City, Monroe County, MO",-0.6,39,55,16
"Monroe City, Monroe County, MO",-0.6,56,57,1
"Monroe City, Monroe County, MO",-0.6,67,68,1
"Monroe City, Monroe County, MO",-0.6,69,88,19
"Monroe City, Monroe County, MO",-0.6,94,95,1
"Monroe City, Monroe County, MO",-0.6,138,159,21
"Monroe City, Monroe County, MO",-0.6,172,175,3
"Monroe City, Monroe County, MO",-0.6,203,205,2
"Monroe City, Monroe County, MO",-0.6,219,223,4
"Monroe City, Monroe County, MO",-0.6,254,255,1
"Novelty, Knox County, MO",-0.6,11,12,1
"Novelty, Knox County, MO",-0.6,37,38,1
"Novelty, Knox County, MO",-0.6,39,44,5
"Novelty, Knox County, MO",-0.6,67,68,1
"Novelty, Knox County, MO",-0.6,69,85,16
"Novelty, Knox County, MO",-0.6,140,143,3
"Novelty, Knox County, MO",-0.6,149,153,4
"Novelty, Knox County, MO",-0.6,154,160,6
"Novelty, Knox County, MO",-0.6,171,175,4
"Novelty, Knox County, MO",-0.6,203,207,4
"Novelty, Knox County, MO",-0.6,211,213,2
"Novelty, Knox County, MO",-0.6,219,227,8
"Novelty, Knox County, MO",-0.6,229,231,2
"Novelty, Knox County, MO",-0.6,248,256,8
"Novelty, Knox County, MO",-0.6,270,272,2
"Novelty, Knox County, MO",-0.6,273,277,4
"Portageville, Pemiscot County, MO",-0.6,12,23,11
"Portageville, Pemiscot County, MO",-0.6,36,42,6
"Portageville, Pemiscot County, MO",-0.6,56,57,1
"Portageville, Pemiscot County, MO",-0.6,69,81,12
"Portageville, Pemiscot County, MO",-0.6,92,98,6
"Portageville, Pemiscot County, MO",-0.6,110,113,3
"Portageville, Pemiscot County, MO",-0.6,129,136,7
"Portageville, Pemiscot County, MO",-0.6,148,151,3
"Portageville, Pemiscot County, MO",-0.6,153,161,8
"Portageville, Pemiscot County, MO",-0.6,185,190,5
"Portageville, Pemiscot County, MO",-0.6,206,207,1
"St. Joseph, Buchanan County, MO",-0.6,11,12,1
"St. Joseph, Buchanan County, MO",-0.6,30,50,20
"St. Joseph, Buchanan County, MO",-0.6,51,52,1
"St. Joseph, Buchanan County, MO",-0.6,77,78,1
"St. Joseph, Buchanan County, MO",-0.6,81,83,2
"St. Joseph, Buchanan County, MO",-0.6,84,85,1
"St. Joseph, Buchanan County, MO",-0.6,87,88,1
"St. Joseph, Buchanan County, MO",-0.6,140,142,2
"St. Joseph, Buchanan County, MO",-0.6,151,165,14
"St. Joseph, Buchanan County, MO",-0.6,168,173,5
"St. Joseph, Buchanan County, MO",-0.6,212,227,15
"St. Joseph, Buchanan County, MO",-0.6,269,270,1
"St. Joseph, Buchanan County, MO",-0.6,273,276,3
"St. Joseph, Buchanan County, MO",-0.6,280,281,1
"St. Joseph, Buchanan County, MO",-0.6,282,287,5
"St. Joseph, Buchanan County, MO",-0.6,289,291,2
