08/01/2000 0.0394
start_date end_date duration peak sum average median
04/01/2001 06/01/2001 2 -1.53 -2.56 -1.28 -1.28
01/01/2003 02/01/2003 1 -1.81 -1.81 -1.81 -1.81
03/01/2003 05/01/2003 2 -2.01 -2.04 -1.02 -1.02
05/01/2005 06/01/2005 1 -2.82 -2.82 -2.82 -2.82
10/01/2005 01/01/2006 3 -3.11 -6.07 -2.02 -2.75
03/01/2007 06/01/2007 3 -1.54 -3.46 -1.15 -1.26
08/01/2007 10/01/2007 2 -1.93 -2.58 -1.29 -1.29
06/01/2010 07/01/2010 1 -1.85 -1.85 -1.85 -1.85
08/01/2010 11/01/2010 3 -2.75 -4.8 -1.6 -1.49
01/01/2011 02/01/2011 1 -2.47 -2.47 -2.47 -2.47
07/01/2011 09/01/2011 2 -1.55 -1.99 -1 -1
04/01/2012 09/01/2012 5 -1.94 -5.94 -1.19 -1.57
02/01/2014 04/01/2014 2 -1.59 -2.47 -1.23 -1.23
09/01/2015 11/01/2015 2 -1.61 -1.72 -0.86 -0.86
09/01/2017 02/01/2018 5 -1.89 -3.74 -0.75 -0.45
07/01/2018 08/01/2018 1 -1.68 -1.68 -1.68 -1.68
05/01/2023 07/01/2023 2 -2.04 -3.72 -1.86 -1.86
