12/01/2005 0.0172
start_date end_date duration peak sum average median
02/01/2006 03/01/2006 1 -1.64 -1.64 -1.64 -1.64
08/01/2006 09/01/2006 1 -1.14 -1.14 -1.14 -1.14
03/01/2007 05/01/2007 2 -1.24 -1.79 -0.89 -0.89
07/01/2007 09/01/2007 2 -2.11 -3.32 -1.66 -1.66
11/01/2007 12/01/2007 1 -1.35 -1.35 -1.35 -1.35
01/01/2008 02/01/2008 1 -1.1 -1.1 -1.1 -1.1
11/01/2008 12/01/2008 1 -1.06 -1.06 -1.06 -1.06
12/01/2010 02/01/2011 2 -1.6 -3.2 -1.6 -1.6
06/01/2011 07/01/2011 1 -1.78 -1.78 -1.78 -1.78
09/01/2011 11/01/2011 2 -2.04 -3.81 -1.9 -1.9
04/01/2012 01/01/2015 2 -1.15 -2.3 -1.15 -1.15
