01/01/2000 0.1542
start_date end_date duration peak sum average median
12/01/2000 02/01/2001 2 -2.4 -3.49 -1.74 -1.74
04/01/2001 07/01/2001 3 -1.55 -2.76 -0.92 -0.8
07/01/2002 09/01/2002 2 -1.69 -1.75 -0.88 -0.88
01/01/2003 02/01/2003 1 -2.09 -2.09 -2.09 -2.09
03/01/2003 05/01/2003 2 -1.74 -2.45 -1.23 -1.23
09/01/2004 10/01/2004 1 -1.73 -1.73 -1.73 -1.73
05/01/2005 07/01/2005 2 -2.59 -2.89 -1.45 -1.45
10/01/2005 01/01/2006 3 -2.37 -5.18 -1.73 -1.73
03/01/2007 09/01/2007 6 -2.44 -7.48 -1.25 -1.14
08/01/2010 11/01/2010 3 -2.28 -4.18 -1.39 -1.57
01/01/2011 02/01/2011 1 -2.45 -2.45 -2.45 -2.45
07/01/2011 10/01/2011 3 -2.28 -3.58 -1.19 -1.14
04/01/2012 09/01/2012 5 -2.54 -8.96 -1.79 -2.31
02/01/2017 03/01/2017 1 -1.65 -1.65 -1.65 -1.65
09/01/2022 12/01/2022 3 -1.61 -2.94 -0.98 -0.85
