01/01/2000 0.0619
start_date end_date duration peak sum average median
04/01/2002 05/01/2002 1 -1.63 -1.63 -1.63 -1.63
07/01/2002 08/01/2002 1 -1.71 -1.71 -1.71 -1.71
01/01/2003 02/01/2003 1 -1.63 -1.63 -1.63 -1.63
03/01/2003 05/01/2003 2 -1.89 -2.48 -1.24 -1.24
09/01/2004 10/01/2004 1 -1.73 -1.73 -1.73 -1.73
05/01/2005 07/01/2005 2 -2.19 -2.66 -1.33 -1.33
10/01/2005 01/01/2006 3 -2.96 -4.91 -1.64 -1.73
04/01/2006 05/01/2006 1 -1.67 -1.67 -1.67 -1.67
03/01/2007 07/01/2007 4 -2.36 -6.11 -1.53 -1.74
08/01/2007 09/01/2007 1 -2.43 -2.43 -2.43 -2.43
06/01/2008 08/01/2008 2 -1.58 -1.67 -0.83 -0.83
11/01/2009 12/01/2009 1 -1.67 -1.67 -1.67 -1.67
08/01/2010 11/01/2010 3 -2.6 -5.23 -1.74 -1.56
01/01/2011 02/01/2011 1 -2.68 -2.68 -2.68 -2.68
04/01/2012 06/01/2012 2 -2.37 -3.31 -1.65 -1.65
03/01/2013 04/01/2013 1 -1.55 -1.55 -1.55 -1.55
09/01/2015 11/01/2015 2 -1.61 -1.71 -0.86 -0.86
07/01/2018 08/01/2018 1 -2.18 -2.18 -2.18 -2.18
07/01/2020 09/01/2020 2 -2.64 -2.9 -1.45 -1.45
