05/01/2000 0.0
start_date end_date duration peak sum average median
10/01/2000 11/01/2000 1 -1.46 -1.46 -1.46 -1.46
04/01/2001 07/01/2001 3 -2.14 -3.65 -1.22 -0.91
08/01/2001 10/01/2001 2 -1.34 -1.52 -0.76 -0.76
02/01/2002 03/01/2002 1 -1.22 -1.22 -1.22 -1.22
11/01/2002 12/01/2002 1 -1.13 -1.13 -1.13 -1.13
01/01/2003 02/01/2003 1 -1.91 -1.91 -1.91 -1.91
03/01/2003 05/01/2003 2 -2.02 -2.42 -1.21 -1.21
09/01/2004 10/01/2004 1 -1.73 -1.73 -1.73 -1.73
05/01/2005 07/01/2005 2 -2.31 -2.51 -1.25 -1.25
10/01/2005 01/01/2006 3 -3.03 -6.57 -2.19 -2.73
04/01/2006 05/01/2006 1 -1.27 -1.27 -1.27 -1.27
03/01/2007 09/01/2007 6 -2.36 -6.91 -1.15 -0.9
06/01/2008 09/01/2008 3 -1.15 -2.67 -0.89 -1.13
11/01/2009 12/01/2009 1 -1.44 -1.44 -1.44 -1.44
02/01/2010 03/01/2010 1 -1.21 -1.21 -1.21 -1.21
06/01/2010 11/01/2010 5 -2.27 -7.24 -1.45 -1.52
01/01/2011 02/01/2011 1 -2.57 -2.57 -2.57 -2.57
07/01/2011 09/01/2011 2 -1.38 -2.64 -1.32 -1.32
04/01/2012 07/01/2012 3 -2.3 -5.97 -1.99 -1.88
12/01/2014 03/01/2015 3 -1.13 -2.34 -0.78 -0.99
09/01/2015 11/01/2015 2 -1.15 -1.25 -0.62 -0.62
02/01/2017 03/01/2017 1 -1.57 -1.57 -1.57 -1.57
09/01/2017 10/01/2017 1 -1.14 -1.14 -1.14 -1.14
07/01/2018 08/01/2018 1 -3.33 -3.33 -3.33 -3.33
09/01/2019 10/01/2019 1 -1.33 -1.33 -1.33 -1.33
05/01/2021 07/01/2021 2 -1.12 -1.38 -0.69 -0.69
09/01/2022 12/01/2022 3 -1.17 -2.67 -0.89 -0.83
