05/01/2014 0.145
start_date end_date duration peak sum average median
08/01/2014 09/01/2014 1 -1.42 -1.42 -1.42 -1.42
01/01/2015 05/01/2015 4 -1.08 -2.13 -0.53 -0.39
10/01/2015 11/01/2015 1 -2.09 -2.09 -2.09 -2.09
01/01/2016 07/01/2016 6 -1.39 -6.26 -1.04 -1.17
11/01/2016 01/01/2017 2 -1.35 -2.29 -1.14 -1.14
02/01/2017 04/01/2017 2 -1.06 -1.39 -0.69 -0.69
11/01/2017 02/01/2018 3 -1.38 -2.35 -0.78 -0.58
04/01/2018 08/01/2018 4 -1.72 -4.76 -1.19 -1.19
06/01/2020 07/01/2020 1 -1.08 -1.08 -1.08 -1.08
08/01/2020 10/01/2020 2 -1.84 -3.53 -1.76 -1.76
02/01/2021 03/01/2021 1 -1.47 -1.47 -1.47 -1.47
09/01/2021 10/01/2021 1 -1.06 -1.06 -1.06 -1.06
01/01/2022 02/01/2022 1 -1.15 -1.15 -1.15 -1.15
06/01/2022 08/01/2022 2 -2.41 -3.58 -1.79 -1.79
04/01/2023 07/01/2023 3 -1.42 -1.75 -0.58 -0.23
