01/01/2011 0.0126
start_date end_date duration peak sum average median
07/01/2011 08/01/2011 1 -1.19 -1.19 -1.19 -1.19
10/01/2011 11/01/2011 1 -1.62 -1.62 -1.62 -1.62
05/01/2012 01/01/2013 8 -1.92 -6.89 -0.86 -0.84
08/01/2013 09/01/2013 1 -1.03 -1.03 -1.03 -1.03
01/01/2014 04/01/2014 3 -1.85 -4.16 -1.39 -1.34
03/01/2015 05/01/2015 2 -1.25 -1.61 -0.8 -0.8
10/01/2015 11/01/2015 1 -1.28 -1.28 -1.28 -1.28
02/01/2016 07/01/2016 5 -1.38 -4.46 -0.89 -1.07
10/01/2016 04/01/2017 6 -2.13 -5.1 -0.85 -0.53
11/01/2017 01/01/2018 2 -1.88 -3.1 -1.55 -1.55
04/01/2018 06/01/2018 2 -2.11 -2.69 -1.34 -1.34
07/01/2018 08/01/2018 1 -1.13 -1.13 -1.13 -1.13
12/01/2020 01/01/2021 1 -1.03 -1.03 -1.03 -1.03
08/01/2021 09/01/2021 1 -1.41 -1.41 -1.41 -1.41
06/01/2022 10/01/2022 4 -1.57 -3.74 -0.94 -0.82
04/01/2023 07/01/2023 3 -1.87 -3.65 -1.22 -1.31
