01/01/2000 0.0116
start_date end_date duration peak sum average median
04/01/2000 06/01/2000 2 -2.19 -3.13 -1.56 -1.56
12/01/2000 01/01/2001 1 -1.46 -1.46 -1.46 -1.46
11/01/2001 02/01/2002 3 -1.16 -1.89 -0.63 -0.5
03/01/2002 04/01/2002 1 -2.01 -2.01 -2.01 -2.01
06/01/2002 07/01/2002 1 -1.97 -1.97 -1.97 -1.97
11/01/2002 04/01/2003 5 -2.07 -7.32 -1.46 -1.76
07/01/2003 08/01/2003 1 -1.61 -1.61 -1.61 -1.61
03/01/2005 06/01/2005 3 -1.12 -2.49 -0.83 -0.8
07/01/2005 08/01/2005 1 -2.04 -2.04 -2.04 -2.04
09/01/2005 10/01/2005 1 -1.08 -1.08 -1.08 -1.08
02/01/2006 03/01/2006 1 -2.46 -2.46 -2.46 -2.46
01/01/2007 02/01/2007 1 -1.17 -1.17 -1.17 -1.17
07/01/2007 08/01/2007 1 -1.23 -1.23 -1.23 -1.23
11/01/2007 12/01/2007 1 -1.26 -1.26 -1.26 -1.26
08/01/2008 09/01/2008 1 -1.13 -1.13 -1.13 -1.13
01/01/2009 02/01/2009 1 -1.71 -1.71 -1.71 -1.71
09/01/2009 10/01/2009 1 -1.03 -1.03 -1.03 -1.03
10/01/2010 04/01/2011 6 -1.57 -4.24 -0.71 -0.68
09/01/2011 11/01/2011 2 -2.27 -3.51 -1.76 -1.76
05/01/2012 07/01/2012 2 -1.73 -2.86 -1.43 -1.43
06/01/2013 10/01/2013 4 -3.44 -6.17 -1.54 -1.23
01/01/2014 02/01/2014 1 -1.41 -1.41 -1.41 -1.41
03/01/2014 06/01/2014 3 -1.71 -3.24 -1.08 -1.47
02/01/2017 03/01/2017 1 -2.03 -2.03 -2.03 -2.03
09/01/2017 10/01/2017 1 -1.22 -1.22 -1.22 -1.22
11/01/2017 01/01/2018 2 -1.63 -3.08 -1.54 -1.54
04/01/2018 08/01/2018 4 -2.86 -5.28 -1.32 -1.1
08/01/2020 09/01/2020 1 -1.5 -1.5 -1.5 -1.5
10/01/2020 11/01/2020 1 -2.11 -2.11 -2.11 -2.11
02/01/2021 03/01/2021 1 -1.54 -1.54 -1.54 -1.54
04/01/2023 08/01/2023 4 -1.6 -5.11 -1.28 -1.33
