05/01/2000 0.0
start_date end_date duration peak sum average median
04/01/2001 07/01/2001 3 -2.14 -3.65 -1.22 -0.91
01/01/2003 02/01/2003 1 -1.91 -1.91 -1.91 -1.91
03/01/2003 05/01/2003 2 -2.02 -2.42 -1.21 -1.21
09/01/2004 10/01/2004 1 -1.73 -1.73 -1.73 -1.73
05/01/2005 07/01/2005 2 -2.31 -2.51 -1.25 -1.25
10/01/2005 01/01/2006 3 -3.03 -6.57 -2.19 -2.73
03/01/2007 09/01/2007 6 -2.36 -6.91 -1.15 -0.9
06/01/2010 11/01/2010 5 -2.27 -7.24 -1.45 -1.52
01/01/2011 02/01/2011 1 -2.57 -2.57 -2.57 -2.57
04/01/2012 07/01/2012 3 -2.3 -5.97 -1.99 -1.88
02/01/2017 03/01/2017 1 -1.57 -1.57 -1.57 -1.57
07/01/2018 08/01/2018 1 -3.33 -3.33 -3.33 -3.33
