location,duration
"Albany, Gentry County, MO",1.75
"Auxvasse, Audrain County, MO",1.2
"Brunswick, Carroll County, MO",1.5714285714285714
"Cardwell, Dunklin County, MO",1.0
"Charleston, Mississippi County, MO",1.0
"Clarkton, Dunklin County, MO",1.2
"Columbia-Sanborn Field, Boone County, MO",1.5
"Columbia-South Farms, Boone County, MO",1.5
"Cook Station, Crawford County, MO",1.1666666666666667
"Corning, Atchison County, MO",1.2
"Delta, Cape Girardeau County, MO",1.2
"Glennonville, Dunklin County, MO",1.3333333333333333
"Hayward, Pemiscot County, MO",1.6666666666666667
"Lamar, Barton County, MO",1.75
"Linneus, Linn County, MO",1.75
"Monroe City, Monroe County, MO",1.6666666666666667
"Novelty, Knox County, MO",1.0
"Portageville, Pemiscot County, MO",1.5
"St. Joseph, Buchanan County, MO",1.1666666666666667
