location,duration
"Albany, Gentry County, MO",2.4285714285714284
"Auxvasse, Audrain County, MO",2.40625
"Brunswick, Carroll County, MO",2.1142857142857143
"Cardwell, Dunklin County, MO",2.4166666666666665
"Charleston, Mississippi County, MO",2.6333333333333333
"Clarkton, Dunklin County, MO",2.393939393939394
"Columbia-Sanborn Field, Boone County, MO",2.966666666666667
"Columbia-South Farms, Boone County, MO",2.5625
"Cook Station, Crawford County, MO",2.413793103448276
"Corning, Atchison County, MO",2.2
"Delta, Cape Girardeau County, MO",2.2285714285714286
"Glennonville, Dunklin County, MO",2.4516129032258065
"Hayward, Pemiscot County, MO",2.6551724137931036
"Lamar, Barton County, MO",2.740740740740741
"Linneus, Linn County, MO",2.081081081081081
"Monroe City, Monroe County, MO",2.5588235294117645
"Novelty, Knox County, MO",2.236842105263158
"Portageville, Pemiscot County, MO",2.6666666666666665
"St. Joseph, Buchanan County, MO",2.607142857142857
