location,duration
"Albany, Gentry County, MO",2.7
"Auxvasse, Audrain County, MO",3.257142857142857
"Brunswick, Carroll County, MO",2.717948717948718
"Cardwell, Dunklin County, MO",3.2058823529411766
"Charleston, Mississippi County, MO",2.972972972972973
"Clarkton, Dunklin County, MO",3.411764705882353
"Columbia-Sanborn Field, Boone County, MO",3.6666666666666665
"Columbia-South Farms, Boone County, MO",3.566666666666667
"Cook Station, Crawford County, MO",3.0
"Corning, Atchison County, MO",2.8157894736842106
"Delta, Cape Girardeau County, MO",3.2222222222222223
"Glennonville, Dunklin County, MO",3.1714285714285713
"Hayward, Pemiscot County, MO",3.242424242424242
"Lamar, Barton County, MO",3.0588235294117645
"Linneus, Linn County, MO",2.641025641025641
"Monroe City, Monroe County, MO",3.1944444444444446
"Novelty, Knox County, MO",3.0
"Portageville, Pemiscot County, MO",3.533333333333333
"St. Joseph, Buchanan County, MO",2.6315789473684212
