location,SPI,frequency
"Albany, Gentry County, MO",-0.5,5.166666666666667
"Auxvasse, Audrain County, MO",-0.5,4.75
"Brunswick, Carroll County, MO",-0.5,3.8636363636363638
"Cardwell, Dunklin County, MO",-0.5,5.5
"Charleston, Mississippi County, MO",-0.5,5.277777777777778
"Clarkton, Dunklin County, MO",-0.5,4.571428571428571
"Columbia-Sanborn Field, Boone County, MO",-0.5,5.0
"Columbia-South Farms, Boone County, MO",-0.5,4.5
"Cook Station, Crawford County, MO",-0.5,4.4
"Corning, Atchison County, MO",-0.5,4.25
"Delta, Cape Girardeau County, MO",-0.5,5.052631578947368
"Glennonville, Dunklin County, MO",-0.5,5.157894736842105
"Hayward, Pemiscot County, MO",-0.5,4.363636363636363
"Lamar, Barton County, MO",-0.5,5.0
"Linneus, Linn County, MO",-0.5,4.0
"Monroe City, Monroe County, MO",-0.5,4.95
"Novelty, Knox County, MO",-0.5,5.0
"Portageville, Pemiscot County, MO",-0.5,4.571428571428571
"St. Joseph, Buchanan County, MO",-0.5,4.136363636363637
