location,SPI,frequency
"Albany, Gentry County, MO",-1.9,1.4
"Auxvasse, Audrain County, MO",-1.9,1.6666666666666667
"Brunswick, Carroll County, MO",-1.9,1.5555555555555556
"Cardwell, Dunklin County, MO",-1.9,2.0
"Charleston, Mississippi County, MO",-1.9,1.5
"Clarkton, Dunklin County, MO",-1.9,1.5714285714285714
"Columbia-Sanborn Field, Boone County, MO",-1.9,1.6666666666666667
"Columbia-South Farms, Boone County, MO",-1.9,1.5
"Cook Station, Crawford County, MO",-1.9,2.0
"Corning, Atchison County, MO",-1.9,2.1666666666666665
"Delta, Cape Girardeau County, MO",-1.9,1.8333333333333333
"Glennonville, Dunklin County, MO",-1.9,1.4
"Hayward, Pemiscot County, MO",-1.9,1.5
"Lamar, Barton County, MO",-1.9,1.6
"Linneus, Linn County, MO",-1.9,1.75
"Monroe City, Monroe County, MO",-1.9,1.6666666666666667
"Novelty, Knox County, MO",-1.9,2.0
"Portageville, Pemiscot County, MO",-1.9,1.4285714285714286
"St. Joseph, Buchanan County, MO",-1.9,1.375
