location,SPI,frequency
"Albany, Gentry County, MO",-0.3,5.75
"Auxvasse, Audrain County, MO",-0.3,5.454545454545454
"Brunswick, Carroll County, MO",-0.3,4.625
"Cardwell, Dunklin County, MO",-0.3,5.85
"Charleston, Mississippi County, MO",-0.3,5.6
"Clarkton, Dunklin County, MO",-0.3,5.130434782608695
"Columbia-Sanborn Field, Boone County, MO",-0.3,5.2272727272727275
"Columbia-South Farms, Boone County, MO",-0.3,5.136363636363637
"Cook Station, Crawford County, MO",-0.3,5.090909090909091
"Corning, Atchison County, MO",-0.3,5.090909090909091
"Delta, Cape Girardeau County, MO",-0.3,5.714285714285714
"Glennonville, Dunklin County, MO",-0.3,5.619047619047619
"Hayward, Pemiscot County, MO",-0.3,4.958333333333333
"Lamar, Barton County, MO",-0.3,5.190476190476191
"Linneus, Linn County, MO",-0.3,4.583333333333333
"Monroe City, Monroe County, MO",-0.3,5.409090909090909
"Novelty, Knox County, MO",-0.3,5.476190476190476
"Portageville, Pemiscot County, MO",-0.3,5.043478260869565
"St. Joseph, Buchanan County, MO",-0.3,4.25
