location,SPI,frequency
"Albany, Gentry County, MO",-2.3,1.25
"Auxvasse, Audrain County, MO",-2.3,1.0
"Brunswick, Carroll County, MO",-2.3,1.6
"Cardwell, Dunklin County, MO",-2.3,2.0
"Charleston, Mississippi County, MO",-2.3,1.0
"Clarkton, Dunklin County, MO",-2.3,1.3333333333333333
"Columbia-Sanborn Field, Boone County, MO",-2.3,1.3333333333333333
"Columbia-South Farms, Boone County, MO",-2.3,1.6666666666666667
"Cook Station, Crawford County, MO",-2.3,1.6666666666666667
"Corning, Atchison County, MO",-2.3,1.5
"Delta, Cape Girardeau County, MO",-2.3,1.0
"Glennonville, Dunklin County, MO",-2.3,3.0
"Hayward, Pemiscot County, MO",-2.3,1.0
"Lamar, Barton County, MO",-2.3,1.6666666666666667
"Linneus, Linn County, MO",-2.3,1.2
"Monroe City, Monroe County, MO",-2.3,2.0
"Novelty, Knox County, MO",-2.3,1.5
"Portageville, Pemiscot County, MO",-2.3,1.25
"St. Joseph, Buchanan County, MO",-2.3,1.25
