location,SPI,frequency
"Albany, Gentry County, MO",-0.7,4.9375
"Auxvasse, Audrain County, MO",-0.7,3.888888888888889
"Brunswick, Carroll County, MO",-0.7,3.5
"Cardwell, Dunklin County, MO",-0.7,5.0
"Charleston, Mississippi County, MO",-0.7,4.75
"Clarkton, Dunklin County, MO",-0.7,3.8421052631578947
"Columbia-Sanborn Field, Boone County, MO",-0.7,4.5
"Columbia-South Farms, Boone County, MO",-0.7,4.444444444444445
"Cook Station, Crawford County, MO",-0.7,3.611111111111111
"Corning, Atchison County, MO",-0.7,4.055555555555555
"Delta, Cape Girardeau County, MO",-0.7,4.235294117647059
"Glennonville, Dunklin County, MO",-0.7,4.352941176470588
"Hayward, Pemiscot County, MO",-0.7,3.75
"Lamar, Barton County, MO",-0.7,4.176470588235294
"Linneus, Linn County, MO",-0.7,3.55
"Monroe City, Monroe County, MO",-0.7,4.222222222222222
"Novelty, Knox County, MO",-0.7,4.470588235294118
"Portageville, Pemiscot County, MO",-0.7,3.789473684210526
"St. Joseph, Buchanan County, MO",-0.7,3.5
