location,SPI,frequency
"Albany, Gentry County, MO",-1.2,3.727272727272727
"Auxvasse, Audrain County, MO",-1.2,2.6923076923076925
"Brunswick, Carroll County, MO",-1.2,2.4
"Cardwell, Dunklin County, MO",-1.2,3.5454545454545454
"Charleston, Mississippi County, MO",-1.2,4.181818181818182
"Clarkton, Dunklin County, MO",-1.2,2.642857142857143
"Columbia-Sanborn Field, Boone County, MO",-1.2,2.6153846153846154
"Columbia-South Farms, Boone County, MO",-1.2,2.769230769230769
"Cook Station, Crawford County, MO",-1.2,2.769230769230769
"Corning, Atchison County, MO",-1.2,3.1538461538461537
"Delta, Cape Girardeau County, MO",-1.2,3.0833333333333335
"Glennonville, Dunklin County, MO",-1.2,3.1666666666666665
"Hayward, Pemiscot County, MO",-1.2,2.3333333333333335
"Lamar, Barton County, MO",-1.2,3.25
"Linneus, Linn County, MO",-1.2,2.4
"Monroe City, Monroe County, MO",-1.2,2.8461538461538463
"Novelty, Knox County, MO",-1.2,3.25
"Portageville, Pemiscot County, MO",-1.2,2.857142857142857
"St. Joseph, Buchanan County, MO",-1.2,3.0
