location,SPI,start_date,end_date,duration
"Albany, Gentry County, MO",-1.6,2000-12-01,2001-01-01,31 days
"Albany, Gentry County, MO",-1.6,2002-09-01,2003-06-01,273 days
"Albany, Gentry County, MO",-1.6,2003-08-01,2003-12-01,122 days
"Albany, Gentry County, MO",-1.6,2013-03-01,2013-05-01,61 days
"Albany, Gentry County, MO",-1.6,2014-05-01,2014-06-01,31 days
"Albany, Gentry County, MO",-1.6,2018-06-01,2018-09-01,92 days
"Auxvasse, Audrain County, MO",-1.6,2006-01-01,2006-03-01,59 days
"Auxvasse, Audrain County, MO",-1.6,2012-12-01,2013-01-01,31 days
"Auxvasse, Audrain County, MO",-1.6,2014-05-01,2014-06-01,31 days
"Auxvasse, Audrain County, MO",-1.6,2018-07-01,2018-08-01,31 days
"Auxvasse, Audrain County, MO",-1.6,2023-06-01,2023-08-01,61 days
"Auxvasse, Audrain County, MO",-1.6,2023-10-01,2024-01-01,92 days
"Auxvasse, Audrain County, MO",-1.6,2024-02-01,2024-04-01,60 days
"Brunswick, Carroll County, MO",-1.6,2012-12-01,2013-01-01,31 days
"Brunswick, Carroll County, MO",-1.6,2013-03-01,2013-04-01,31 days
"Brunswick, Carroll County, MO",-1.6,2014-04-01,2014-07-01,91 days
"Brunswick, Carroll County, MO",-1.6,2018-06-01,2018-08-01,61 days
"Brunswick, Carroll County, MO",-1.6,2022-06-01,2022-07-01,30 days
"Brunswick, Carroll County, MO",-1.6,2022-08-01,2023-01-01,153 days
"Brunswick, Carroll County, MO",-1.6,2023-04-01,2023-05-01,30 days
"Brunswick, Carroll County, MO",-1.6,2023-06-01,2023-08-01,61 days
"Brunswick, Carroll County, MO",-1.6,2024-01-01,2024-04-01,91 days
"Cardwell, Dunklin County, MO",-1.6,2001-05-01,2001-11-01,184 days
"Cardwell, Dunklin County, MO",-1.6,2006-02-01,2006-10-01,242 days
"Cardwell, Dunklin County, MO",-1.6,2010-10-01,2010-11-01,31 days
"Cardwell, Dunklin County, MO",-1.6,2010-12-01,2011-03-01,90 days
"Cardwell, Dunklin County, MO",-1.6,2012-12-01,2013-01-01,31 days
"Charleston, Mississippi County, MO",-1.6,2001-04-01,2001-11-01,214 days
"Charleston, Mississippi County, MO",-1.6,2004-07-01,2004-12-01,153 days
