location,duration
"Albany, Gentry County, MO",4
"Auxvasse, Audrain County, MO",1
"Brunswick, Carroll County, MO",4
"Cardwell, Dunklin County, MO",6
"Charleston, Mississippi County, MO",2
"Clarkton, Dunklin County, MO",4
"Cook Station, Crawford County, MO",3
"Corning, Atchison County, MO",4
"Delta, Cape Girardeau County, MO",2
"Glennonville, Dunklin County, MO",5
"Hayward, Pemiscot County, MO",4
"Lamar, Barton County, MO",2
"Linneus, Linn County, MO",2
"Monroe City, Monroe County, MO",1
"Novelty, Knox County, MO",2
"Portageville, Pemiscot County, MO",3
"St. Joseph, Buchanan County, MO",2
