location,duration
"Albany, Gentry County, MO",95
"Auxvasse, Audrain County, MO",87
"Brunswick, Carroll County, MO",83
"Cardwell, Dunklin County, MO",77
"Charleston, Mississippi County, MO",93
"Clarkton, Dunklin County, MO",90
"Columbia-Sanborn Field, Boone County, MO",86
"Columbia-South Farms, Boone County, MO",89
"Cook Station, Crawford County, MO",86
"Corning, Atchison County, MO",92
"Delta, Cape Girardeau County, MO",91
"Glennonville, Dunklin County, MO",97
"Hayward, Pemiscot County, MO",88
"Lamar, Barton County, MO",92
"Linneus, Linn County, MO",85
"Monroe City, Monroe County, MO",87
"Novelty, Knox County, MO",90
"Portageville, Pemiscot County, MO",91
"St. Joseph, Buchanan County, MO",89
