location,duration
"Albany, Gentry County, MO",7
"Auxvasse, Audrain County, MO",7
"Brunswick, Carroll County, MO",8
"Cardwell, Dunklin County, MO",11
"Charleston, Mississippi County, MO",7
"Clarkton, Dunklin County, MO",5
"Columbia-Sanborn Field, Boone County, MO",7
"Columbia-South Farms, Boone County, MO",5
"Cook Station, Crawford County, MO",7
"Corning, Atchison County, MO",5
"Delta, Cape Girardeau County, MO",9
"Glennonville, Dunklin County, MO",7
"Hayward, Pemiscot County, MO",9
"Lamar, Barton County, MO",5
"Linneus, Linn County, MO",6
"Monroe City, Monroe County, MO",6
"Novelty, Knox County, MO",6
"Portageville, Pemiscot County, MO",11
"St. Joseph, Buchanan County, MO",5
