location,duration
"Albany, Gentry County, MO",122
"Auxvasse, Audrain County, MO",119
"Brunswick, Carroll County, MO",115
"Cardwell, Dunklin County, MO",114
"Charleston, Mississippi County, MO",121
"Clarkton, Dunklin County, MO",123
"Columbia-Sanborn Field, Boone County, MO",121
"Columbia-South Farms, Boone County, MO",115
"Cook Station, Crawford County, MO",119
"Corning, Atchison County, MO",120
"Delta, Cape Girardeau County, MO",124
"Glennonville, Dunklin County, MO",127
"Hayward, Pemiscot County, MO",122
"Lamar, Barton County, MO",125
"Linneus, Linn County, MO",124
"Monroe City, Monroe County, MO",117
"Novelty, Knox County, MO",128
"Portageville, Pemiscot County, MO",122
"St. Joseph, Buchanan County, MO",124
