0,1,2,3,4,5,6
05/01/2001,11/01/2001,6,-1.83,-6.44,-1.07,-0.9
02/01/2004,05/01/2004,3,-1.58,-2.42,-0.81,-0.82
05/01/2005,08/01/2005,3,-1.59,-3.92,-1.31,-1.22
11/01/2005,03/01/2006,4,-2.88,-6.94,-1.74,-1.55
04/01/2007,09/01/2007,5,-2.09,-8.32,-1.66,-1.53
08/01/2010,04/01/2011,8,-3.15,-12.39,-1.55,-1.13
08/01/2011,11/01/2011,3,-1.53,-3.5,-1.17,-1.35
05/01/2012,09/01/2012,4,-2.66,-7.68,-1.92,-2.01
03/01/2014,04/01/2014,1,-1.53,-1.53,-1.53,-1.53
01/01/2015,04/01/2015,3,-1.96,-4.09,-1.36,-1.84
09/01/2015,11/01/2015,2,-1.72,-2.9,-1.45,-1.45
11/01/2016,04/01/2017,5,-1.51,-4.34,-0.87,-0.9
11/01/2022,01/01/2023,2,-1.86,-2.56,-1.28,-1.28
