0,1,2,3
-99.0,2,0.68,2.08
-3.1,1,0.34,4.17
-2.9,1,0.34,6.25
-2.8,1,0.34,8.33
-2.3,2,0.68,10.42
-2.2,1,0.34,12.5
-2.0,1,0.34,14.58
-1.9,3,1.02,16.67
-1.8,2,0.68,18.75
-1.7,4,1.37,20.83
-1.6,8,2.73,22.92
-1.5,2,0.68,25.0
-1.4,4,1.37,27.08
-1.3,3,1.02,29.17
-1.2,7,2.39,31.25
-1.1,3,1.02,33.33
-1.0,4,1.37,35.42
-0.9,5,1.71,37.5
-0.8,5,1.71,39.58
-0.7,15,5.12,41.67
-0.6,10,3.41,43.75
-0.5,14,4.78,45.83
-0.4,11,3.75,47.92
-0.3,9,3.07,50.0
-0.2,18,6.14,52.08
-0.1,6,2.05,54.17
0.0,10,3.41,56.25
0.1,5,1.71,58.33
0.2,11,3.75,60.42
0.3,7,2.39,62.5
0.4,13,4.44,64.58
0.5,10,3.41,66.67
0.6,14,4.78,68.75
0.7,10,3.41,70.83
0.8,13,4.44,72.92
0.9,12,4.1,75.0
1.0,2,0.68,77.08
1.1,12,4.1,79.17
1.2,6,2.05,81.25
1.3,2,0.68,83.33
1.4,4,1.37,85.42
1.5,3,1.02,87.5
1.6,6,2.05,89.58
1.7,1,0.34,91.67
1.8,3,1.02,93.75
2.0,4,1.37,95.83
2.1,1,0.34,97.92
2.3,2,0.68,100.0
