0,1,2,3
-99.0,5,1.71,2.22
-2.6,2,0.68,4.44
-2.2,1,0.34,6.67
-2.1,2,0.68,8.89
-2.0,1,0.34,11.11
-1.9,3,1.02,13.33
-1.8,2,0.68,15.56
-1.7,6,2.05,17.78
-1.6,5,1.71,20.0
-1.5,2,0.68,22.22
-1.4,8,2.73,24.44
-1.3,5,1.71,26.67
-1.2,4,1.37,28.89
-1.1,7,2.39,31.11
-1.0,5,1.71,33.33
-0.9,9,3.07,35.56
-0.8,10,3.41,37.78
-0.7,6,2.05,40.0
-0.6,9,3.07,42.22
-0.5,9,3.07,44.44
-0.4,9,3.07,46.67
-0.3,13,4.44,48.89
-0.2,10,3.41,51.11
-0.1,4,1.37,53.33
0.0,6,2.05,55.56
0.1,15,5.12,57.78
0.2,17,5.8,60.0
0.3,11,3.75,62.22
0.4,5,1.71,64.44
0.5,12,4.1,66.67
0.6,8,2.73,68.89
0.7,4,1.37,71.11
0.8,12,4.1,73.33
0.9,14,4.78,75.56
1.0,3,1.02,77.78
1.1,10,3.41,80.0
1.2,7,2.39,82.22
1.3,5,1.71,84.44
1.4,3,1.02,86.67
1.5,7,2.39,88.89
1.6,7,2.39,91.11
1.7,3,1.02,93.33
1.8,3,1.02,95.56
1.9,3,1.02,97.78
2.0,1,0.34,100.0
