0,1,2,3
-99.0,11,3.75,2.22
-2.0,1,0.34,4.44
-1.9,3,1.02,6.67
-1.8,1,0.34,8.89
-1.7,4,1.37,11.11
-1.6,4,1.37,13.33
-1.5,10,3.41,15.56
-1.4,6,2.05,17.78
-1.3,5,1.71,20.0
-1.2,4,1.37,22.22
-1.1,6,2.05,24.44
-1.0,11,3.75,26.67
-0.9,8,2.73,28.89
-0.8,7,2.39,31.11
-0.7,10,3.41,33.33
-0.6,5,1.71,35.56
-0.5,11,3.75,37.78
-0.4,8,2.73,40.0
-0.3,12,4.1,42.22
-0.2,20,6.83,44.44
-0.1,10,3.41,46.67
0.0,12,4.1,48.89
0.1,7,2.39,51.11
0.2,12,4.1,53.33
0.3,5,1.71,55.56
0.4,3,1.02,57.78
0.5,11,3.75,60.0
0.6,7,2.39,62.22
0.7,12,4.1,64.44
0.8,9,3.07,66.67
0.9,10,3.41,68.89
1.0,4,1.37,71.11
1.1,6,2.05,73.33
1.2,4,1.37,75.56
1.3,6,2.05,77.78
1.4,7,2.39,80.0
1.5,5,1.71,82.22
1.7,3,1.02,84.44
1.8,1,0.34,86.67
1.9,1,0.34,88.89
2.1,3,1.02,91.11
2.2,1,0.34,93.33
2.3,3,1.02,95.56
2.4,3,1.02,97.78
2.5,1,0.34,100.0
