0,1,2,3,4,5,6
05/01/2001,11/01/2001,6,-1.69,-6.48,-1.08,-1.11
03/01/2003,08/01/2003,5,-1.52,-3.62,-0.72,-0.56
02/01/2004,08/01/2004,6,-1.76,-5.97,-0.99,-0.88
05/01/2005,08/01/2005,3,-1.81,-4.29,-1.43,-1.4
12/01/2005,08/01/2006,8,-2.21,-8.14,-1.02,-0.96
08/01/2007,11/01/2007,3,-1.66,-3.44,-1.15,-1.63
08/01/2010,04/01/2011,8,-2.35,-11.98,-1.5,-1.49
05/01/2012,02/01/2013,9,-2.44,-9.77,-1.09,-0.95
03/01/2014,04/01/2014,1,-1.85,-1.85,-1.85,-1.85
02/01/2015,03/01/2015,1,-1.58,-1.58,-1.58,-1.58
11/01/2017,02/01/2018,3,-1.69,-3.69,-1.23,-1.07
11/01/2022,01/01/2023,2,-1.67,-2.17,-1.08,-1.08
