0,1,2,3
-99.0,11,3.75,1.96
-2.5,1,0.34,3.92
-2.4,2,0.68,5.88
-2.3,2,0.68,7.84
-2.2,2,0.68,9.8
-2.1,3,1.02,11.76
-2.0,2,0.68,13.73
-1.9,2,0.68,15.69
-1.8,3,1.02,17.65
-1.7,1,0.34,19.61
-1.6,1,0.34,21.57
-1.5,3,1.02,23.53
-1.4,7,2.39,25.49
-1.3,2,0.68,27.45
-1.2,7,2.39,29.41
-1.1,3,1.02,31.37
-1.0,4,1.37,33.33
-0.9,3,1.02,35.29
-0.8,6,2.05,37.25
-0.7,3,1.02,39.22
-0.6,12,4.1,41.18
-0.5,12,4.1,43.14
-0.4,8,2.73,45.1
-0.3,10,3.41,47.06
-0.2,17,5.8,49.02
-0.1,18,6.14,50.98
0.0,16,5.46,52.94
0.1,19,6.48,54.9
0.2,10,3.41,56.86
0.3,12,4.1,58.82
0.4,9,3.07,60.78
0.5,13,4.44,62.75
0.6,12,4.1,64.71
0.7,7,2.39,66.67
0.8,3,1.02,68.63
0.9,1,0.34,70.59
1.0,4,1.37,72.55
1.1,3,1.02,74.51
1.2,3,1.02,76.47
1.3,8,2.73,78.43
1.4,5,1.71,80.39
1.5,4,1.37,82.35
1.6,2,0.68,84.31
1.7,3,1.02,86.27
1.9,6,2.05,88.24
2.0,2,0.68,90.2
2.2,1,0.34,92.16
2.3,2,0.68,94.12
2.5,1,0.34,96.08
2.6,1,0.34,98.04
2.7,1,0.34,100.0
