0,1,2,3,4,5,6
06/01/2000,11/01/2000,5,-1.21,-3.64,-0.73,-0.72
03/01/2002,04/01/2004,25,-2.57,-28.72,-1.15,-1.13
05/01/2006,12/01/2006,7,-1.46,-5.17,-0.74,-0.62
03/01/2011,08/01/2011,5,-1.89,-5.73,-1.15,-1.09
08/01/2012,04/01/2013,8,-2.62,-15.59,-1.95,-2.12
08/01/2013,02/01/2014,6,-1.26,-4.55,-0.76,-0.74
05/01/2014,06/01/2014,1,-1.32,-1.32,-1.32,-1.32
04/01/2015,05/01/2015,1,-1.01,-1.01,-1.01,-1.01
09/01/2017,10/01/2018,13,-3.32,-21.67,-1.67,-1.34
01/01/2021,04/01/2021,3,-1.37,-2.49,-0.83,-1.02
04/01/2022,07/01/2022,3,-1.08,-2.77,-0.92,-0.91
01/01/2023,02/01/2023,1,-1.22,-1.22,-1.22,-1.22
