0,1,2,3
-99.0,11,3.75,2.33
-2.6,3,1.02,4.65
-2.4,4,1.37,6.98
-2.3,1,0.34,9.3
-2.2,3,1.02,11.63
-2.1,3,1.02,13.95
-2.0,3,1.02,16.28
-1.7,2,0.68,18.6
-1.6,3,1.02,20.93
-1.5,7,2.39,23.26
-1.4,2,0.68,25.58
-1.3,7,2.39,27.91
-1.2,2,0.68,30.23
-1.1,4,1.37,32.56
-1.0,5,1.71,34.88
-0.9,6,2.05,37.21
-0.8,6,2.05,39.53
-0.7,9,3.07,41.86
-0.6,11,3.75,44.19
-0.5,5,1.71,46.51
-0.4,9,3.07,48.84
-0.3,9,3.07,51.16
-0.2,9,3.07,53.49
-0.1,11,3.75,55.81
0.0,6,2.05,58.14
0.1,10,3.41,60.47
0.2,9,3.07,62.79
0.3,16,5.46,65.12
0.4,8,2.73,67.44
0.5,11,3.75,69.77
0.6,10,3.41,72.09
0.7,9,3.07,74.42
0.8,13,4.44,76.74
0.9,14,4.78,79.07
1.0,13,4.44,81.4
1.1,9,3.07,83.72
1.2,7,2.39,86.05
1.3,8,2.73,88.37
1.4,8,2.73,90.7
1.5,2,0.68,93.02
1.6,3,1.02,95.35
1.7,1,0.34,97.67
1.9,1,0.34,100.0
