0,1,2,3,4,5,6
08/01/2000,12/01/2001,16,-1.87,-15.87,-0.99,-0.98
02/01/2003,09/01/2003,7,-1.55,-5.41,-0.77,-0.57
03/01/2004,03/01/2005,12,-1.31,-8.78,-0.73,-0.89
05/01/2005,11/01/2005,6,-1.25,-4.68,-0.78,-0.8
07/01/2007,02/01/2008,7,-2.09,-8.67,-1.24,-1.49
01/01/2009,10/01/2009,9,-1.53,-8.72,-0.97,-0.89
10/01/2010,04/01/2011,6,-1.76,-7.6,-1.27,-1.3
05/01/2012,02/01/2013,9,-2.24,-12.33,-1.37,-1.44
02/01/2017,04/01/2017,2,-1.5,-2.68,-1.34,-1.34
10/01/2017,03/01/2018,5,-2.24,-7.55,-1.51,-1.74
09/01/2022,03/01/2023,6,-2.19,-7.69,-1.28,-1.33
