0,1,2,3
-99.0,5,1.71,2.13
-2.6,1,0.34,4.26
-2.4,1,0.34,6.38
-2.3,1,0.34,8.51
-2.2,3,1.02,10.64
-2.1,1,0.34,12.77
-2.0,3,1.02,14.89
-1.8,2,0.68,17.02
-1.7,2,0.68,19.15
-1.6,2,0.68,21.28
-1.5,4,1.37,23.4
-1.4,5,1.71,25.53
-1.3,1,0.34,27.66
-1.2,8,2.73,29.79
-1.1,9,3.07,31.91
-1.0,6,2.05,34.04
-0.9,8,2.73,36.17
-0.8,13,4.44,38.3
-0.7,10,3.41,40.43
-0.6,10,3.41,42.55
-0.5,8,2.73,44.68
-0.4,15,5.12,46.81
-0.3,12,4.1,48.94
-0.2,10,3.41,51.06
-0.1,7,2.39,53.19
0.0,12,4.1,55.32
0.1,11,3.75,57.45
0.2,7,2.39,59.57
0.3,5,1.71,61.7
0.4,12,4.1,63.83
0.5,10,3.41,65.96
0.6,8,2.73,68.09
0.7,13,4.44,70.21
0.8,5,1.71,72.34
0.9,6,2.05,74.47
1.0,8,2.73,76.6
1.1,8,2.73,78.72
1.2,3,1.02,80.85
1.3,7,2.39,82.98
1.4,4,1.37,85.11
1.5,7,2.39,87.23
1.6,8,2.73,89.36
1.7,1,0.34,91.49
1.8,3,1.02,93.62
1.9,5,1.71,95.74
2.0,1,0.34,97.87
2.2,2,0.68,100.0
