0,1,2,3
-99.0,5,1.71,2.22
-2.5,3,1.02,4.44
-2.2,5,1.71,6.67
-2.0,1,0.34,8.89
-1.8,4,1.37,11.11
-1.7,2,0.68,13.33
-1.6,5,1.71,15.56
-1.5,2,0.68,17.78
-1.4,4,1.37,20.0
-1.3,6,2.05,22.22
-1.2,6,2.05,24.44
-1.1,9,3.07,26.67
-1.0,3,1.02,28.89
-0.9,8,2.73,31.11
-0.8,10,3.41,33.33
-0.7,3,1.02,35.56
-0.6,6,2.05,37.78
-0.5,14,4.78,40.0
-0.4,13,4.44,42.22
-0.3,4,1.37,44.44
-0.2,15,5.12,46.67
-0.1,19,6.48,48.89
0.0,11,3.75,51.11
0.1,7,2.39,53.33
0.2,12,4.1,55.56
0.3,7,2.39,57.78
0.4,9,3.07,60.0
0.5,16,5.46,62.22
0.6,11,3.75,64.44
0.7,9,3.07,66.67
0.8,11,3.75,68.89
0.9,5,1.71,71.11
1.0,6,2.05,73.33
1.1,5,1.71,75.56
1.2,3,1.02,77.78
1.3,4,1.37,80.0
1.4,6,2.05,82.22
1.5,2,0.68,84.44
1.6,5,1.71,86.67
1.7,2,0.68,88.89
1.8,7,2.39,91.11
1.9,2,0.68,93.33
2.0,3,1.02,95.56
2.1,2,0.68,97.78
2.5,1,0.34,100.0
