0,1,2,3
-99.0,11,3.75,2.27
-2.2,2,0.68,4.55
-2.1,2,0.68,6.82
-2.0,6,2.05,9.09
-1.9,3,1.02,11.36
-1.8,3,1.02,13.64
-1.7,1,0.34,15.91
-1.6,6,2.05,18.18
-1.5,5,1.71,20.45
-1.4,1,0.34,22.73
-1.3,7,2.39,25.0
-1.2,5,1.71,27.27
-1.1,5,1.71,29.55
-1.0,4,1.37,31.82
-0.9,7,2.39,34.09
-0.8,7,2.39,36.36
-0.7,9,3.07,38.64
-0.6,12,4.1,40.91
-0.5,8,2.73,43.18
-0.4,8,2.73,45.45
-0.3,10,3.41,47.73
-0.2,10,3.41,50.0
-0.1,15,5.12,52.27
0.0,15,5.12,54.55
0.1,10,3.41,56.82
0.2,7,2.39,59.09
0.3,4,1.37,61.36
0.4,5,1.71,63.64
0.5,6,2.05,65.91
0.6,13,4.44,68.18
0.7,11,3.75,70.45
0.8,10,3.41,72.73
0.9,10,3.41,75.0
1.0,10,3.41,77.27
1.1,6,2.05,79.55
1.2,8,2.73,81.82
1.3,3,1.02,84.09
1.4,6,2.05,86.36
1.5,6,2.05,88.64
1.6,7,2.39,90.91
1.7,4,1.37,93.18
1.8,1,0.34,95.45
1.9,1,0.34,97.73
2.0,3,1.02,100.0
