0,1,2,3
-99.0,5,1.71,2.13
-2.6,1,0.34,4.26
-2.2,3,1.02,6.38
-2.1,1,0.34,8.51
-2.0,4,1.37,10.64
-1.9,3,1.02,12.77
-1.8,1,0.34,14.89
-1.7,2,0.68,17.02
-1.6,2,0.68,19.15
-1.5,4,1.37,21.28
-1.4,4,1.37,23.4
-1.3,9,3.07,25.53
-1.2,5,1.71,27.66
-1.1,9,3.07,29.79
-1.0,5,1.71,31.91
-0.9,12,4.1,34.04
-0.8,11,3.75,36.17
-0.7,3,1.02,38.3
-0.6,9,3.07,40.43
-0.5,11,3.75,42.55
-0.4,9,3.07,44.68
-0.3,12,4.1,46.81
-0.2,4,1.37,48.94
-0.1,5,1.71,51.06
0.0,9,3.07,53.19
0.1,15,5.12,55.32
0.2,10,3.41,57.45
0.3,13,4.44,59.57
0.4,6,2.05,61.7
0.5,15,5.12,63.83
0.6,17,5.8,65.96
0.7,13,4.44,68.09
0.8,7,2.39,70.21
0.9,7,2.39,72.34
1.0,3,1.02,74.47
1.1,3,1.02,76.6
1.2,9,3.07,78.72
1.3,4,1.37,80.85
1.4,6,2.05,82.98
1.5,4,1.37,85.11
1.6,4,1.37,87.23
1.7,1,0.34,89.36
1.8,4,1.37,91.49
1.9,4,1.37,93.62
2.0,3,1.02,95.74
2.3,1,0.34,97.87
2.5,1,0.34,100.0
