0,1,2,3,4,5,6
03/01/2002,04/01/2002,1,-2.27,-2.27,-2.27,-2.27
02/01/2006,03/01/2006,1,-1.58,-1.58,-1.58,-1.58
10/01/2010,11/01/2010,1,-2.68,-2.68,-2.68,-2.68
10/01/2011,11/01/2011,1,-2.28,-2.28,-2.28,-2.28
06/01/2012,09/01/2012,3,-1.84,-3.71,-1.24,-1.66
07/01/2013,10/01/2013,3,-2.27,-4.09,-1.36,-1.55
03/01/2014,04/01/2014,1,-1.68,-1.68,-1.68,-1.68
05/01/2014,06/01/2014,1,-2.83,-2.83,-2.83,-2.83
11/01/2017,01/01/2018,2,-3.04,-4.69,-2.35,-2.35
04/01/2018,08/01/2018,4,-2.85,-5.54,-1.39,-1.19
02/01/2021,03/01/2021,1,-1.81,-1.81,-1.81,-1.81
04/01/2023,08/01/2023,4,-2.44,-7.81,-1.95,-1.83
02/01/2024,03/01/2024,1,-1.92,-1.92,-1.92,-1.92
