0,1,2,3
-3.5,1,0.34,2.04
-3.3,1,0.34,4.08
-2.9,1,0.34,6.12
-2.6,2,0.68,8.16
-2.5,1,0.34,10.2
-2.2,1,0.34,12.24
-2.0,1,0.34,14.29
-1.9,2,0.68,16.33
-1.7,3,1.02,18.37
-1.6,1,0.34,20.41
-1.5,1,0.34,22.45
-1.4,5,1.71,24.49
-1.3,4,1.37,26.53
-1.2,8,2.73,28.57
-1.1,6,2.05,30.61
-1.0,5,1.71,32.65
-0.9,11,3.75,34.69
-0.8,12,4.1,36.73
-0.7,11,3.75,38.78
-0.6,12,4.1,40.82
-0.5,11,3.75,42.86
-0.4,10,3.41,44.9
-0.3,11,3.75,46.94
-0.2,8,2.73,48.98
-0.1,7,2.39,51.02
0.0,14,4.78,53.06
0.1,9,3.07,55.1
0.2,11,3.75,57.14
0.3,8,2.73,59.18
0.4,16,5.46,61.22
0.5,7,2.39,63.27
0.6,11,3.75,65.31
0.7,9,3.07,67.35
0.8,15,5.12,69.39
0.9,11,3.75,71.43
1.0,6,2.05,73.47
1.1,8,2.73,75.51
1.2,4,1.37,77.55
1.3,6,2.05,79.59
1.4,4,1.37,81.63
1.5,2,0.68,83.67
1.6,2,0.68,85.71
1.7,3,1.02,87.76
1.8,2,0.68,89.8
1.9,2,0.68,91.84
2.0,3,1.02,93.88
2.2,1,0.34,95.92
2.4,2,0.68,97.96
2.8,1,0.34,100.0
