0,1,2,3,4,5,6
05/01/2001,10/01/2001,5,-1.83,-5.58,-1.12,-1.16
02/01/2004,11/01/2004,9,-1.54,-5.88,-0.65,-0.57
05/01/2005,08/01/2005,3,-2.15,-3.99,-1.33,-1.17
12/01/2005,03/01/2006,3,-2.37,-4.73,-1.58,-1.34
04/01/2007,12/01/2007,8,-1.94,-9.12,-1.14,-1.02
08/01/2010,04/01/2011,8,-2.6,-11.62,-1.45,-1.39
08/01/2011,11/01/2011,3,-1.69,-3.29,-1.1,-0.84
06/01/2012,02/01/2013,8,-2.46,-8.02,-1.0,-0.69
03/01/2014,04/01/2014,1,-2.0,-2.0,-2.0,-2.0
01/01/2015,04/01/2015,3,-2.06,-3.98,-1.33,-1.56
11/01/2017,02/01/2018,3,-1.9,-4.03,-1.34,-1.12
06/01/2023,08/01/2023,2,-1.65,-3.08,-1.54,-1.54
04/01/2024,05/01/2024,1,-2.22,-2.22,-2.22,-2.22
