0,1,2,3,4,5,6
01/01/2003,06/01/2003,5,-1.21,-4.64,-0.93,-1.14
05/01/2005,02/01/2008,33,-2.17,-27.8,-0.84,-0.8
03/01/2011,03/01/2012,12,-1.55,-11.14,-0.93,-1.04
06/01/2012,04/01/2013,10,-1.85,-11.06,-1.11,-1.25
11/01/2013,10/01/2014,11,-1.63,-11.28,-1.03,-1.1
04/01/2015,06/01/2015,2,-1.84,-2.51,-1.25,-1.25
06/01/2016,08/01/2016,2,-2.0,-2.49,-1.25,-1.25
02/01/2017,04/01/2017,2,-1.75,-2.91,-1.45,-1.45
12/01/2017,12/01/2018,12,-1.71,-12.4,-1.03,-1.18
01/01/2023,05/01/2024,16,-2.21,-17.81,-1.11,-1.27
